idx,sentence,followup,response,stype,ftype,OP1_type,OP2_type,OP1,OP2,comments,slide_number_in_experiment,wide
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,6,S,F2,QA,QD,always,some,It makes sense and flows well but I'd probably not phrase it quite that way. ,14,OP1_wide
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,4,S,F2,QA,QD,always,some,,14,OP1_wide
52,I rented some pieces of gear before climbing...,since I find those pieces of gear helpful.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,5,S,F2,QA,QD,always,some,,14,OP1_wide
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,6,S,F2,QA,QD,always,some,,14,OP1_wide
52,I always rent some pieces of gear before climbing...,since I find those pieces of gear helpful.,7,S,F1,QA,QD,always,some,,15,OP2_wide
52,I rented some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,You don't need to put the word pieces in the 2nd statement as it sounds weird,22,NA_CONTROL
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,4,S,F2,QA,QD,always,some,,14,OP1_wide
52,I rented some pieces of gear before climbing...,since I find those pieces of gear helpful.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,1,S,F2,QA,QD,always,some,,14,OP1_wide
52,I always rent some pieces of gear before climbing...,although it's a different set of pieces of gear each time.,5,S,F2,QA,QD,always,some,"Rent some pieces, can be different each time ",14,OP1_wide
52,I rented some pieces of gear before climbing...,since I find those pieces of gear helpful.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Because would be better than since,21,NA_CONTROL
52,I rented some pieces of gear before climbing...,since I find those pieces of gear helpful.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
52,I rented some pieces of gear before climbing...,since I find those pieces of gear helpful.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
52,I rented some pieces of gear before climbing...,since I find those pieces of gear helpful.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,21,NA_CONTROL
53,I always drink with most people I play chess against...,even though it's a different set of people each time.,6,S,F2,QA,QD,always,most,,18,OP1_wide
53,I drank with most people I play chess against...,because they happen to also be good friends of mine.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,It flows well,13,NA_CONTROL
53,I drank with most people I play chess against...,even though it's a different set of people each time.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,5,NA_CONTROL
53,I drank with most people I play chess against...,because they happen to also be good friends of mine.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
53,I always drink with most people I play chess against...,even though it's a different set of people each time.,5,S,F2,QA,QD,always,most,,18,OP1_wide
53,I drank with most people I play chess against...,even though it's a different set of people each time.,6,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,5,NA_CONTROL
53,I drank with most people I play chess against...,even though it's a different set of people each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,The clauses are unrelated,5,NA_CONTROL
53,I drank with most people I play chess against...,because they happen to also be good friends of mine.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Donâ€™t need the word â€˜alsoâ€™,13,NA_CONTROL
53,I always drink with most people I play chess against...,because they happen to also be good friends of mine.,6,S,F1,QA,QD,always,most,"Same problem again, poor first phrase",13,OP2_wide
53,I always drink with most people I play chess against...,even though it's a different set of people each time.,5,S,F2,QA,QD,always,most,,18,OP1_wide
53,I always drink with most people I play chess against...,even though it's a different set of people each time.,2,S,F2,QA,QD,always,most,,18,OP1_wide
53,I drank with most people I play chess against...,even though it's a different set of people each time.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,5,NA_CONTROL
53,I drank with most people I play chess against...,because they happen to also be good friends of mine.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
53,I drank with most people I play chess against...,even though it's a different set of people each time.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,gramatically the first sentence makes the follow on one less meaningfull,5,NA_CONTROL
53,I always drink with most people I play chess against...,because they happen to also be good friends of mine.,7,S,F1,QA,QD,always,most,Once again good continuation ,13,OP2_wide
53,I drank with most people I play chess against...,because they happen to also be good friends of mine.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
53,I drank with most people I play chess against...,even though it's a different set of people each time.,7,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Because there could be different groups of people playing Hess on different days. ,5,NA_CONTROL
53,I drank with most people I play chess against...,even though it's a different set of people each time.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,5,NA_CONTROL
53,I always drink with most people I play chess against...,because they happen to also be good friends of mine.,6,S,F1,QA,QD,always,most,,13,OP2_wide
53,I always drink with most people I play chess against...,because they happen to also be good friends of mine.,3,S,F1,QA,QD,always,most,,13,OP2_wide
53,I drank with most people I play chess against...,because they happen to also be good friends of mine.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,13,NA_CONTROL
53,I always drink with most people I play chess against...,even though it's a different set of people each time.,1,S,F2,QA,QD,always,most,,18,OP1_wide
53,I drank with most people I play chess against...,even though it's a different set of people each time.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,5,NA_CONTROL
53,I drank with most people I play chess against...,even though it's a different set of people each time.,6,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,it makes sense ,5,NA_CONTROL
53,I always drink with most people I play chess against...,because they happen to also be good friends of mine.,7,S,F1,QA,QD,always,most,,13,OP2_wide
53,I drank with most people I play chess against...,even though it's a different set of people each time.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,5,NA_CONTROL
54,I bought four lamps from IKEA...,because I love those four designs.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
54,I bought four lamps from IKEA...,but it's a different four each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"Past tense is used in the first segment, not in the second.",19,NA_CONTROL
54,I bought four lamps from IKEA...,because I love those four designs.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
54,I always buy four lamps from IKEA...,because I love those four designs.,7,S,F1,QA,NMR,always,four,,15,OP2_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,7,S,F2,QA,NMR,always,four,Both sentences relate to each other.,15,OP1_wide
54,I bought four lamps from IKEA...,because I love those four designs.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"Little unnecessary to say those 4 rather than ""their"" designs.",9,NA_CONTROL
54,I bought four lamps from IKEA...,but it's a different four each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
54,I always buy four lamps from IKEA...,because I love those four designs.,5,S,F1,QA,NMR,always,four,,15,OP2_wide
54,I bought four lamps from IKEA...,because I love those four designs.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
54,I always buy four lamps from IKEA...,but it's a different four each time.,7,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,6,S,F2,QA,NMR,always,four,"There was no specification of what kind of lamps are always bought from IKEA, just that they are always 4 in quantity.",15,OP1_wide
54,I bought four lamps from IKEA...,but it's a different four each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"Line one: 4 in particular.
Line two: Multiple sets of 4.
I can't find a justification in this case. It doesn't work.",19,NA_CONTROL
54,I bought four lamps from IKEA...,but it's a different four each time.,4,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
54,I bought four lamps from IKEA...,but it's a different four each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
54,I always buy four lamps from IKEA...,but it's a different four each time.,4,S,F2,QA,NMR,always,four,Unsure if they mean each type of lamp,15,OP1_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,6,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,1,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I bought four lamps from IKEA...,but it's a different four each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,Doesnâ€™t make sense,19,NA_CONTROL
54,I always buy four lamps from IKEA...,but it's a different four each time.,5,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I bought four lamps from IKEA...,but it's a different four each time.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
54,I always buy four lamps from IKEA...,because I love those four designs.,4,S,F1,QA,NMR,always,four,Unusual though not impossible ,15,OP2_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,3,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I always buy four lamps from IKEA...,because I love those four designs.,6,S,F1,QA,NMR,always,four,Makes sense to buy lamps you like ,15,OP2_wide
54,I always buy four lamps from IKEA...,because I love those four designs.,7,S,F1,QA,NMR,always,four,,15,OP2_wide
54,I always buy four lamps from IKEA...,because I love those four designs.,7,S,F1,QA,NMR,always,four,,15,OP2_wide
54,I always buy four lamps from IKEA...,because I love those four designs.,2,S,F1,QA,NMR,always,four,,15,OP2_wide
54,I bought four lamps from IKEA...,because I love those four designs.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,9,NA_CONTROL
54,I always buy four lamps from IKEA...,but it's a different four each time.,5,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I always buy four lamps from IKEA...,because I love those four designs.,6,S,F1,QA,NMR,always,four,sounds natural and makes sense,15,OP2_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,7,S,F2,QA,NMR,always,four,Flows well makes sense,15,OP1_wide
54,I always buy four lamps from IKEA...,because I love those four designs.,5,S,F1,QA,NMR,always,four,,15,OP2_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,4,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I always buy four lamps from IKEA...,but it's a different four each time.,7,S,F2,QA,NMR,always,four,,15,OP1_wide
54,I bought four lamps from IKEA...,but it's a different four each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
54,I bought four lamps from IKEA...,but it's a different four each time.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,19,NA_CONTROL
54,I always buy four lamps from IKEA...,but it's a different four each time.,4,S,F2,QA,NMR,always,four,,15,OP1_wide
55,Some farmers own this donkey...,and their donkeys are happy.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,The first sentence say 'this'implying there in is only one donkey but the second sentence says 'donkeys are' which implies there are more than one so there for it is not a natural continueation ,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,2,S,F2,QD,IND,some,a/an,"The first sentence implies there is one donkey but the second sentence implies more than one, with the word 'donkeys' rather than just 'donkey' ",15,OP1_wide
55,Some farmers own a donkey...,and the donkey is happy.,5,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,6,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and their donkeys are happy.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,4,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own this donkey...,and their donkeys are happy.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,2,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own a donkey...,and the donkey is happy.,3,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,2,S,F1,QD,IND,some,a/an,Continuation is disjointed.,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,5,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,7,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,5,S,F1,QD,IND,some,a/an,"could be real but has the tense wrong, plural donkeys",23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,4,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and their donkeys are happy.,7,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,7,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own this donkey...,and the donkey is happy.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and the donkey is happy.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own a donkey...,and the donkey is happy.,4,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,5,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,6,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,3,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and the donkey is happy.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and the donkey is happy.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and the donkey is happy.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and their donkeys are happy.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,3,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own this donkey...,and their donkeys are happy.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,3,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own a donkey...,and the donkey is happy.,2,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,1,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and their donkeys are happy.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,5,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own this donkey...,and the donkey is happy.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own a donkey...,and the donkey is happy.,3,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and the donkey is happy.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and the donkey is happy.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and the donkey is happy.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and their donkeys are happy.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,6,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own a donkey...,and the donkey is happy.,4,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,2,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and the donkey is happy.,2,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and the donkey is happy.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own this donkey...,and their donkeys are happy.,1,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,8,NA_CONTROL
55,Some farmers own a donkey...,and their donkeys are happy.,7,S,F2,QD,IND,some,a/an,,15,OP1_wide
55,Some farmers own a donkey...,and the donkey is happy.,1,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own this donkey...,and the donkey is happy.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,7,NA_CONTROL
55,Some farmers own a donkey...,and the donkey is happy.,5,S,F1,QD,IND,some,a/an,,23,OP2_wide
55,Some farmers own a donkey...,and the donkey is happy.,6,S,F1,QD,IND,some,a/an,,23,OP2_wide
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,7,S,F1,QD,QD,some,a few,play with them for a reason (talent),15,OP2_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,5,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,7,S,F2,QD,QD,some,a few,The second sentence relates to the first and is correct.,7,OP1_wide
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,7,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,4,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,7,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,6,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,6,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,7,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,6,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,5,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,7,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,7,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,2,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,7,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,4,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,3,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,6,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,5,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,1,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,6,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,3,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,3,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,4,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,6,S,F2,QD,QD,some,a few,Sounds possble,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,3,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,6,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with these backing vocalists...,as the backing vocalists are talented.,7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,22,NA_CONTROL
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,3,S,F2,QD,QD,some,a few,"Sounds slightly off maybe it could be, ""and each set of backing vocalists are extremly talented."".",7,OP1_wide
56,Some local guitarists play with a few backing vocalists...,and each set of backing vocalists is talented.,5,S,F2,QD,QD,some,a few,,7,OP1_wide
56,Some local guitarists play with a few backing vocalists...,as the backing vocalists are talented.,4,S,F1,QD,QD,some,a few,,15,OP2_wide
56,Some local guitarists play with these backing vocalists...,and each set of backing vocalists is talented.,5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,18,NA_CONTROL
57,A few people own these investment stocks...,"because although everyone wants to buy them, no one else can afford to.",6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,gives a reason why only a few have them - the cost,6,NA_CONTROL
57,A few people own most investment stocks...,"because although everyone wants to buy them, no one else can afford to.",4,S,F1,QD,QD,a few,most,,14,OP1_wide
57,A few people own these investment stocks...,"because everyone wants to buy them, and everyone can afford to.",2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
57,A few people own these investment stocks...,"because although everyone wants to buy them, no one else can afford to.",7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,6,NA_CONTROL
57,A few people own most investment stocks...,"because although everyone wants to buy them, no one else can afford to.",4,S,F1,QD,QD,a few,most,,14,OP1_wide
57,A few people own most investment stocks...,"because although everyone wants to buy them, no one else can afford to.",5,S,F1,QD,QD,a few,most,,14,OP1_wide
57,A few people own these investment stocks...,"because everyone wants to buy them, and everyone can afford to.",5,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
57,A few people own most investment stocks...,"because everyone wants to buy them, and everyone can afford to.",1,S,F2,QD,QD,a few,most,doesn't easily make sense when reading,5,OP2_wide
57,A few people own these investment stocks...,"because although everyone wants to buy them, no one else can afford to.",7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,6,NA_CONTROL
57,A few people own these investment stocks...,"because although everyone wants to buy them, no one else can afford to.",7,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,6,NA_CONTROL
57,A few people own these investment stocks...,"because everyone wants to buy them, and everyone can afford to.",2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
57,A few people own these investment stocks...,"because everyone wants to buy them, and everyone can afford to.",2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,"The sentence does not flow - sounds confusing. ""A few people"" is not everyone.",12,NA_CONTROL
57,A few people own these investment stocks...,"because everyone wants to buy them, and everyone can afford to.",2,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,12,NA_CONTROL
57,A few people own most investment stocks...,"because everyone wants to buy them, and everyone can afford to.",2,S,F2,QD,QD,a few,most,,5,OP2_wide
57,A few people own these investment stocks...,"because although everyone wants to buy them, no one else can afford to.",6,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,,6,NA_CONTROL
